"from","to","rho","p","q","edge_sign"
"ASV_222","ASV_274",1,0,0,"Positive"
"ASV_252","ASV_274",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_257","ASV_274",1,0,0,"Positive"
"ASV_29","ASV_278",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_81","ASV_278",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_57","ASV_281",0.644424077783084,0.000285679961085528,0.0128831454599764,"Positive"
"ASV_149","ASV_281",0.760341635253229,4.18221342046721e-06,0.000526147956560516,"Positive"
"ASV_261","ASV_281",0.610483041456379,0.000720311882728808,0.0316118328260895,"Positive"
"ASV_8","ASV_282",0.795306004198565,7.15677216822641e-07,9.2434728981734e-05,"Positive"
"ASV_109","ASV_282",0.835881855217119,5.71876048738318e-08,7.80949863473696e-06,"Positive"
"ASV_8","ASV_283",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_65","ASV_283",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_75","ASV_283",1,0,0,"Positive"
"ASV_110","ASV_283",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_127","ASV_283",1,0,0,"Positive"
"ASV_137","ASV_283",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_159","ASV_283",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_222","ASV_283",1,0,0,"Positive"
"ASV_252","ASV_283",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_257","ASV_283",1,0,0,"Positive"
"ASV_274","ASV_283",1,0,0,"Positive"
"ASV_66","ASV_285",0.734803444627488,1.27308589377151e-05,0.00156051363512379,"Positive"
"ASV_90","ASV_285",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_95","ASV_285",0.763296784215341,3.64471975866643e-06,0.000458945768754608,"Positive"
"ASV_239","ASV_285",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_75","ASV_287",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_127","ASV_287",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_186","ASV_287",0.829777471872807,8.71652050538074e-08,1.15771811706161e-05,"Positive"
"ASV_222","ASV_287",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_257","ASV_287",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_274","ASV_287",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_278","ASV_287",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_283","ASV_287",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_104","ASV_293",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_220","ASV_293",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_237","ASV_293",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_19","ASV_295",0.608582705206639,0.000756261626312815,0.0331632061663267,"Positive"
"ASV_36","ASV_295",0.719487620940385,2.34178447091615e-05,0.00162628105684257,"Positive"
"ASV_76","ASV_295",0.653841702801156,0.000216655765491458,0.00986049513564582,"Positive"
"ASV_105","ASV_295",0.651279044226733,0.000233805218452288,0.0106217664627447,"Positive"
"ASV_137","ASV_295",0.61864711467176,0.000582249754618402,0.0258773923745792,"Positive"
"ASV_19","ASV_296",0.706744813513979,3.776761103369e-05,0.00261624476673378,"Positive"
"ASV_36","ASV_296",0.652151639344262,0.000227836393568381,0.0103523044281977,"Positive"
"ASV_70","ASV_296",0.620389344262295,0.000555978856660477,0.0247496105758623,"Positive"
"ASV_137","ASV_296",0.8002304995806,5.43241576611564e-07,7.10936547391713e-05,"Positive"
"ASV_281","ASV_296",0.687308702113923,7.47914837369024e-05,0.00512065071561676,"Positive"
"ASV_40","ASV_298",0.665147715805747,0.000153494525760411,0.00699625213424714,"Positive"
"ASV_226","ASV_298",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
"ASV_44","ASV_299",0.720576692122892,2.24538803994534e-05,0.00156051363512379,"Positive"
