"ASV","KS_LFC","KS_p","KS_padj","SD_LFC","SD_p","SD_padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","Category"
"ASV_1090",4.87992213139786,0.0998824386274991,0.198614842650181,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella","s__yonaguniensis","Other"
"ASV_1092",2.94386502050293,0.321145459470578,0.486000128665474,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__populina","Other"
"ASV_1095",-5.97634458207001,0.0446970979757399,0.097560011927817,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__inositophila","Other"
"ASV_1105",4.7225581510442,0.111777000461981,0.217894501026447,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora","s__fusarioides","Other"
"ASV_1110",-9.06001239295138,0.00231600340866281,0.00696334799690672,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Aurantiporus","s__fissilis","Other"
"ASV_1116",2.73756844740453,0.356442305824027,0.52370487651815,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Stagonospora","s__trichophoricola","Other"
"ASV_1122",-1.19318853083224,0.68837849558123,0.781104053444951,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Fomitopsis","s__","Other"
"ASV_1128",8.63797583646542,0.00375066671721551,0.0105764142212164,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__","s__","Other"
"ASV_1130",0.557215338806167,0.851103651251239,0.904920509761271,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_1132",2.48687215605105,0.402497624287876,0.555976857584976,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Panaceae","g__Panus","s__conchatus","Other"
"ASV_1138",4.79636186045812,0.0491437108402714,0.106752367088436,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__","Other"
"ASV_1148",-2.55492859248622,0.390374996913397,0.550404498753671,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Ramularia","s__","Other"
"ASV_1150",0.988155228479377,0.739858854083888,0.827329851611048,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__Pseudorobillarda","s__phragmitis","Other"
"ASV_1151",-8.98257542506258,0.00255484383378836,0.0076165939882126,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__","s__","Other"
"ASV_1158",-1.99940350144579,0.501179505510392,0.633803608639883,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__","s__","Other"
"ASV_1165",1.29233592647278,0.663597515608645,0.756968020317399,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete","s__citri","Other"
"ASV_1167",2.10331400678525,0.479482964918645,0.620185943228105,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__","s__","Other"
"ASV_1170",-0.723157201252396,0.807687057610318,0.875154950250798,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae","Other"
"ASV_1175",2.11310999408763,0.477165242156736,0.620185943228105,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__velox","Other"
"ASV_1179",1.55561686263609,0.600300238057599,0.711583049812401,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__chartarum","Other"
"ASV_1180",7.33465514208554,0.0136701828431731,0.0333670054344117,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Biappendiculispora","s__","Other"
"ASV_1181",1.15728555841871,0.696929270174557,0.787079325023008,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__","s__","Other"
"ASV_1193",3.77164761990503,0.204916835754021,0.35781632089356,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia","s__poagena","Other"
"ASV_1198",1.66006083870191,0.576388380256792,0.693870072723074,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Fuscoporia","s__senex","Other"
"ASV_1222",1.08366328310024,0.715149951639973,0.801674266776661,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__","s__","Other"
"ASV_1238",2.10470690803306,0.4788145800788,0.620185943228105,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae","g__Ductifera","s__pululahuana","Other"
"ASV_1262",2.02976405409273,0.494888509074811,0.631121862696529,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia","s__pseudoamericana","Other"
"ASV_1263",2.36862133179186,0.425518742435752,0.576673161390542,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__","g__","s__","Other"
"ASV_1279",-0.789214627085865,0.790508574909638,0.865722990502564,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Bensingtonia","s__","Other"
"ASV_1293",1.45859154330813,0.623272741202,0.728390780730852,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_1295",9.32867429906348,0.00171194553812663,0.00532344708431158,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__","Other"
"ASV_1298",1.88207166634422,0.526705382597798,0.656934735437913,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Clonostachys","s__miodochialis","Other"
"ASV_1302",1.39960046379508,0.637901607883608,0.736914325646712,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariaceae","g__Auricularia","s__fuscosuccinea","Other"
"ASV_1319",3.3376848793152,0.262664998988847,0.43034220134809,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__","Other"
"ASV_1344",4.01308224501191,0.17725314154026,0.314347368200305,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__","s__","Other"
"ASV_1354",1.86484350353764,0.530720760936592,0.6601293848362,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__","s__","Other"
"ASV_1399",-1.66742708671256,0.575491933034147,0.693870072723074,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Pseudozyma","s__pruni","Other"
"ASV_1422",1.78900236565313,0.547335798813692,0.669785586688454,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__","g__","s__","Other"
"ASV_1434",1.39379345335453,0.639657220715623,0.737066949758612,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Auriscalpiaceae","g__Lentinellus","s__castoreus","Other"
"ASV_1440",8.42013799617563,0.00468380415630083,0.0130456876500649,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__","s__","Other"
"ASV_1452",1.68593136894014,0.570602428759334,0.690809340417967,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Ramularia","s__","Other"
"ASV_1457",1.54903782203969,0.602676032042184,0.712538850383208,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__rosarum","Other"
"ASV_1466",-0.0301995213842875,0.991902617851587,0.994473793729895,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_1469",0.286403116907196,0.923309713883957,0.95268775023481,NA,NA,NA,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium","s__oberjochense","Other"
"ASV_1485",1.88688934686666,0.52600819636958,0.656934735437913,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Setophaeosphaeria","s__badalingensis","Other"
"ASV_1492",1.69374010091237,0.568995151721502,0.690705344603106,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Dendryphiella","s__fasciculata","Other"
"ASV_1501",9.42755282729282,0.00152237334490318,0.00483326922088141,NA,NA,NA,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthaceae","g__Diaporthe","s__caulivora","Other"
"ASV_8",NA,NA,NA,2.19978918772854,2.241650653226e-07,3.29398109876821e-06,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Neoascochyta","s__","Other"
"ASV_12",NA,NA,NA,1.75706997094761,7.2670299831432e-14,2.95712220083289e-12,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Comoclathris","s__","Other"
"ASV_24",NA,NA,NA,-0.788611976558869,0.0509553879336601,0.141870527457401,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Ascochyta","s__","Other"
"ASV_29",NA,NA,NA,0.153518215734875,0.583630090273582,0.801922903259026,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__","g__","s__","Other"
"ASV_31",NA,NA,NA,-0.0181493008049937,0.972524265549259,0.981804077243431,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Neoascochyta","s__triticicola","Other"
"ASV_35",NA,NA,NA,0.873872442303658,0.0790791385935613,0.205365094844699,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Neoascochyta","s__europaea","Other"
"ASV_37",NA,NA,NA,-1.23017697702335,7.05865982705996e-05,0.000655093166406091,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__","f__","g__","s__","Other"
"ASV_40",NA,NA,NA,-0.673708074119248,0.0886451406734319,0.22330133055355,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__rosae","Other"
"ASV_44",NA,NA,NA,-0.546475066897675,0.40891522180232,0.693321001068678,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriaceae","g__Dinemasporium","s__morbidum","Other"
"ASV_45",NA,NA,NA,2.19624369386052,0.000208626975140546,0.00164721895297535,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Pseudodidymosphaeria","s__phlei","Other"
"ASV_48",NA,NA,NA,3.01405729343282,5.19557312434194e-05,0.000490796104067301,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Pseudodidymosphaeria","s__phlei","Other"
"ASV_49",NA,NA,NA,1.0410649764479,9.28384409921661e-08,1.53473547765175e-06,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Constantinomyces","s__minimus","Other"
"ASV_53",NA,NA,NA,2.03119442170381,3.40007530256086e-06,3.74716632303062e-05,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Articulospora","s__proliferata","Other"
"ASV_57",NA,NA,NA,-0.0588709366306686,0.868716672526368,0.95540773340218,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Dematiopleospora","s__rosicola","Other"
"ASV_59",NA,NA,NA,1.72487094714611,0.000183368309075211,0.0014700539971212,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__dactylidicola","Other"
"ASV_60",NA,NA,NA,-1.67969028148773,0.0141389747508003,0.0545679242550053,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Sclerostagonospora","s__","Other"
"ASV_64",NA,NA,NA,6.64290062632383,7.99502796052474e-10,1.76223741296566e-08,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Pyrenophora","s__tritici-repentis","Other"
"ASV_81",NA,NA,NA,1.20131610802091,0.198509365126331,0.422653757709055,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Gibberella","s__intricans","Other"
"ASV_84",NA,NA,NA,-0.0191074331664544,0.959887280286621,0.979871302083018,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Dematiopleospora","s__rosicola","Other"
"ASV_85",NA,NA,NA,1.2801295454927,0.000335998199957747,0.0026138683496713,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_90",NA,NA,NA,0.419333554414389,0.549347855528679,0.76879633749913,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraphaeosphaeria","s__","Other"
"ASV_93",NA,NA,NA,1.88009124498678,0.0234300999616494,0.0810099534621733,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Comoclathris","s__lini","Other"
"ASV_102",NA,NA,NA,7.00186834671464,1.76030528615276e-14,8.46546814886189e-13,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Davidiellomyces","s__australiensis","Other"
"ASV_104",NA,NA,NA,1.1059690784887,0.00623863145000151,0.0294663931879536,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__","Other"
"ASV_106",NA,NA,NA,5.20289602405475,4.94399071439929e-07,6.22707401885053e-06,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__","f__","g__","s__","Other"
"ASV_112",NA,NA,NA,-2.1942501782285,0.00165575377590605,0.0092199341837295,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Stephanosporaceae","g__Cristinia","s__","Other"
"ASV_113",NA,NA,NA,1.890561547629,0.122480340220953,0.289250446325376,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Amniculicolaceae","g__Murispora","s__","Other"
"ASV_114",NA,NA,NA,-6.15324921221715,3.26223059982634e-24,3.45143997461627e-22,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Dissoconiaceae","g__Dissoconium","s__eucalypti","Other"
"ASV_115",NA,NA,NA,0.73654980325841,0.0234191481519583,0.0810099534621733,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_121",NA,NA,NA,0.114839232575953,0.874367206033378,0.958366351322679,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__","Other"
"ASV_122",NA,NA,NA,4.63083165364886,1.67357813768666e-07,2.68279646920074e-06,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__oregonensis","Other"
"ASV_124",NA,NA,NA,5.64436525203185,2.90425419946296e-07,4.04302755662081e-06,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Sparticola","s__junci","Other"
"ASV_129",NA,NA,NA,0.511145747364619,0.440192634909884,0.70699725824326,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__","Other"
"ASV_130",NA,NA,NA,-0.0739259778700701,0.889314756829549,0.966011306699859,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__","g__","s__","Other"
"ASV_131",NA,NA,NA,1.11720009762892,5.01216154069598e-05,0.000490796104067301,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_132",NA,NA,NA,-0.0805482588877901,0.9583458440883,0.979871302083018,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Claviceps","s__spartinae","Other"
"ASV_134",NA,NA,NA,-0.254054957205439,0.793787415399487,0.929012262713117,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriaceae","g__Dinemasporium","s__morbidum","Other"
"ASV_135",NA,NA,NA,1.80121396763112,0.113083159556778,0.270683219029573,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Gibberella","s__intricans","Other"
"ASV_138",NA,NA,NA,-0.0399717033674226,0.909535233975905,0.969297152028004,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__","s__","Other"
"ASV_147",NA,NA,NA,2.90304434195389,0.0241982408588318,0.0831225286644288,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Amniculicolaceae","g__Murispora","s__","Other"
"ASV_153",NA,NA,NA,15.2478698304502,3.14760201996419e-07,4.26943966297707e-06,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__magnum","Other"
"ASV_156",NA,NA,NA,-0.0318532182297246,0.946960585040099,0.978009044388611,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__Massariosphaeria","s__roumeguerei","Other"
"ASV_157",NA,NA,NA,-2.46076588790641,0.183001688836824,0.405053947258076,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__magnum","Other"
"ASV_158",NA,NA,NA,2.60060831714977,0.000440166253192435,0.00327954856251828,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__Pseudorobillarda","s__phragmitis","Other"
"ASV_161",NA,NA,NA,2.79144640581714,0.000138626903374694,0.00116402590293989,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Davidiellomyces","s__australiensis","Other"
"ASV_164",NA,NA,NA,-1.62803241233114,0.0118996089224745,0.0491788524999143,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium","s__","Other"
"ASV_166",NA,NA,NA,0.250592992470658,0.617032734332967,0.830560601684833,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Poaceicola","s__agrostina","Other"
"ASV_167",NA,NA,NA,2.06690960696654,0.00669472777102177,0.0307957477467001,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__","Other"
"ASV_168",NA,NA,NA,-1.16521133652438,0.115053199958947,0.274158300803077,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__wieringae","Other"
"ASV_171",NA,NA,NA,-0.0674549378091389,0.949360812230312,0.978009044388611,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Limonomyces","s__culmigenus","Other"
"ASV_176",NA,NA,NA,-0.0912825223433764,0.792760939030118,0.929012262713117,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__","Other"
"ASV_179",NA,NA,NA,3.44650383123045,0.247302991697206,0.486331905605285,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__adeliensis","Other"
"ASV_188",NA,NA,NA,-6.16296637573484,1.8347078311813e-07,2.85458953733797e-06,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__","f__","g__","s__","Other"
"ASV_189",NA,NA,NA,3.76811603514043,0.00122810571217391,0.00738259001977272,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__forlicesenica","Other"
"ASV_191",NA,NA,NA,-1.49205578401821,0.207889477971271,0.432966668688198,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_192",NA,NA,NA,6.16650751470212,2.64202211818965e-12,9.31753133681549e-11,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium","s__macerans","Other"
"ASV_194",NA,NA,NA,0.975023423653652,0.357794095195924,0.64598319576329,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella","s__phragmitis","Other"
"ASV_196",NA,NA,NA,-12.8433982491064,1.10632969312992e-16,7.31560509582159e-15,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__","Other"
"ASV_197",NA,NA,NA,0.120323414427529,0.916159879043482,0.969297152028004,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella","s__","Other"
"ASV_199",NA,NA,NA,-3.44014360713208,0.000121484078699028,0.0010402894700141,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Piniphoma","s__wesendahlina","Other"
"ASV_201",NA,NA,NA,2.30083125551765,0.0679112933195156,0.181851965416294,"k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Tranzscheliella","s__hypodytes","Other"
"ASV_204",NA,NA,NA,1.94749647295044,0.0226273740172009,0.0797992057006617,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Comoclathris","s__","Other"
"ASV_205",NA,NA,NA,3.33682887624083,0.000617913688228072,0.004358351214302,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__chernovii","Other"
"ASV_206",NA,NA,NA,-0.0371111520309581,0.963819803349522,0.979871302083018,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Myrothecium","s__","Other"
"ASV_210",NA,NA,NA,4.38479088506013,0.000118196836367245,0.0010402894700141,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Pseudodidymosphaeria","s__phlei","Other"
"ASV_213",NA,NA,NA,-1.03027187497727,0.715349037248958,0.882097064579718,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Sporormiella","s__similis","Other"
"ASV_216",NA,NA,NA,-1.24469909720816,0.434930665483219,0.70699725824326,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_223",NA,NA,NA,0.526098333010941,0.214030632361154,0.44055332497685,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Capnobotryella","s__","Other"
"ASV_226",NA,NA,NA,1.69157438827715,0.0884710702964864,0.22330133055355,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Neocamarosporium","s__lamiacearum","Other"
"ASV_228",NA,NA,NA,-1.8985954320986,0.196583678249012,0.422653757709055,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Limonomyces","s__culmigenus","Other"
"ASV_229",NA,NA,NA,0.846545929329332,0.106268460042017,0.257871630101959,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_232",NA,NA,NA,0.926056098302755,0.435645847981986,0.70699725824326,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Comoclathris","s__","Other"
"ASV_233",NA,NA,NA,1.30038414080939,0.0455657742897074,0.131405164062022,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Chaetosphaeronema","s__","Other"
"ASV_236",NA,NA,NA,-1.68576646629899,0.187257249503503,0.411033547665365,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_239",NA,NA,NA,0.702908200380535,0.563126871578986,0.783931881750746,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__","s__","Other"
"ASV_241",NA,NA,NA,-5.73400732584524,0.000831084831530265,0.0056364599471732,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Limonomyces","s__","Other"
"ASV_242",NA,NA,NA,0.0901245192417505,0.911899223653626,0.969297152028004,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__grevilleae","Other"
"ASV_243",NA,NA,NA,-2.76745961014144,0.0858461462522094,0.219384595977868,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium","s__","Other"
"ASV_245",NA,NA,NA,-0.483537922095218,0.719631902094834,0.885314595832947,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella","s__hirta","Other"
"ASV_246",NA,NA,NA,0.0296957655378904,0.964554909211113,0.979871302083018,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Kalmusia","s__","Other"
"ASV_247",NA,NA,NA,3.11712835487452,9.38848800481836e-05,0.000856294854232571,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__","s__","Other"
