"ASV","KS_LFC","KS_p","KS_padj","SD_LFC","SD_p","SD_padj","Kingdom","Phylum","Class","Order","Family","Genus","Species","Category"
"ASV_249",NA,NA,NA,0.655814441361025,0.487699113960272,0.739234473595943,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__","s__","Other"
"ASV_250",NA,NA,NA,-7.51676924419085,3.61199820967288e-08,6.58878294109295e-07,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium","s__","Other"
"ASV_251",NA,NA,NA,5.4169038463273,4.89463754282865e-12,1.43847958897575e-10,"k__Fungi","p__Ascomycota","c__","o__","f__","g__","s__","Other"
"ASV_253",NA,NA,NA,1.62471002206645,0.146628708874116,0.338718720499596,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella","s__quadriseptata","Other"
"ASV_256",NA,NA,NA,-1.94129353997744,0.155621167673129,0.356379210818552,"k__Fungi","p__Ascomycota","c__","o__","f__","g__","s__","Other"
"ASV_259",NA,NA,NA,6.8552639948205,0.020767741802655,0.0737324524402985,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__","s__","Other"
"ASV_260",NA,NA,NA,-5.92794745945713,6.54759209421326e-13,2.47405444131344e-11,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Fomitopsis","s__pinicola","Other"
"ASV_263",NA,NA,NA,3.48658846211112,0.00342182229820245,0.0172394666261819,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_274",NA,NA,NA,0.178347173251684,0.952126007297041,0.978009044388611,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Claviceps","s__spartinae","Other"
"ASV_278",NA,NA,NA,-1.25828309922693,0.146231184102476,0.338718720499596,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Stagonospora","s__pseudovitensis","Other"
"ASV_284",NA,NA,NA,-9.46757436855391,3.48977762946848e-06,3.76753544079353e-05,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Stephanosporaceae","g__Cristinia","s__","Other"
"ASV_285",NA,NA,NA,-0.256504889899096,0.648389973110497,0.852189894189296,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__","f__","g__","s__","Other"
"ASV_290",NA,NA,NA,-3.25062596141481,0.132034200849848,0.310427076664754,"k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Ustilago","s__hordei","Other"
"ASV_292",NA,NA,NA,-0.287245647551671,0.821394110256144,0.948728131715066,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__","Other"
"ASV_294",NA,NA,NA,-2.56955316208566,0.0340500580239514,0.105336144413277,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Claviceps","s__spartinae","Other"
"ASV_297",NA,NA,NA,4.71506210279427,0.111810654644563,0.268853801395335,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__","f__","g__","s__","Other"
"ASV_299",NA,NA,NA,-7.0371048997656,7.80367839428463e-07,9.17365749017016e-06,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Aureobasidiaceae","g__Aureobasidium","s__leucospermi","Other"
"ASV_305",NA,NA,NA,0.818087676064525,0.444336244036563,0.70699725824326,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__","Other"
"ASV_307",NA,NA,NA,-2.37829622992818,0.135065775176527,0.316149535700808,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Ascochyta","s__pisi","Other"
"ASV_308",NA,NA,NA,1.56791018270099,0.412702154682512,0.697103053129002,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__carnescens","Other"
"ASV_311",NA,NA,NA,6.53424236672394,3.89804959282421e-07,5.14334214037419e-06,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae","Other"
"ASV_312",NA,NA,NA,7.48769458481812,3.98633322788926e-07,5.14334214037419e-06,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__","s__","Other"
"ASV_315",NA,NA,NA,3.40916480677546,4.41400910699732e-05,0.000440568078792751,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthaceae","g__Diaporthe","s__novem","Other"
"ASV_316",NA,NA,NA,-4.58072673118059,0.000973949946705449,0.00644024402258978,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__wieringae","Other"
"ASV_317",NA,NA,NA,-0.803659493164108,0.446383902180055,0.70699725824326,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__","Other"
"ASV_318",NA,NA,NA,-0.0754526116936187,0.948160833039076,0.978009044388611,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Erysiphales","f__Erysiphaceae","g__Podosphaera","s__astericola","Other"
"ASV_319",NA,NA,NA,2.21748067056665,0.0406097118895238,0.120014176477978,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Articulospora","s__proliferata","Other"
"ASV_320",NA,NA,NA,-2.52168827251617,0.229289991037534,0.46472952206458,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Tiarosporella","s__var._karoo","Other"
"ASV_323",NA,NA,NA,3.98183495552655,2.36820548420517e-07,3.38589378687713e-06,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Lophodermium","s__herbarum","Other"
"ASV_324",NA,NA,NA,0.883064704750912,0.530092559324302,0.760741551284083,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella","s__hirta","Other"
"ASV_325",NA,NA,NA,-7.15104654610606,5.16647595518322e-05,0.000490796104067301,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__hungarica","Other"
"ASV_326",NA,NA,NA,2.52823402934969,0.0122858424243648,0.0503814778487518,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia","s__capensis","Other"
"ASV_329",NA,NA,NA,1.30998676430297,0.212697859865209,0.439520186987092,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Typhulaceae","g__","s__","Other"
"ASV_331",NA,NA,NA,1.62570628392362,0.172809517571253,0.385722509684359,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_333",NA,NA,NA,1.83061337335826,0.349486634629811,0.635321064327045,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Constantinomyces","s__minimus","Other"
"ASV_334",NA,NA,NA,-2.92676656611295,0.0459545469782118,0.131405164062022,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Dematiopleospora","s__salsolae","Other"
"ASV_337",NA,NA,NA,-0.73677727132022,0.576897663999742,0.798919349237997,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Lectera","s__longa","Other"
"ASV_340",NA,NA,NA,1.75838444730613,0.0770080354035975,0.201669558061896,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__","s__","Other"
"ASV_345",NA,NA,NA,6.29027166415111,0.0256527925831982,0.0868238801280273,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__catananches","Other"
"ASV_348",NA,NA,NA,-1.74203076158554,0.0796290628186966,0.205481825517515,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Bullera","s__crocea","Other"
"ASV_349",NA,NA,NA,-7.89656949020068,0.00809257249606811,0.0356940148447475,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__","Other"
"ASV_353",NA,NA,NA,0.863074195563173,0.518487782412584,0.752690500778288,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__","g__","s__","Other"
"ASV_368",NA,NA,NA,-4.09334464681285,6.83032981560437e-07,8.21191925557889e-06,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Laetisaria","s__lichenicola","Other"
"ASV_372",NA,NA,NA,2.73267689472544,0.234991544933017,0.474467661334222,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__forlicesenica","Other"
"ASV_373",NA,NA,NA,9.91608921701869,0.000121924285710537,0.0010402894700141,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Kondoa","s__sorbi","Other"
"ASV_376",NA,NA,NA,-6.43050838467042,5.7590442362326e-11,1.52326720048352e-09,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Lophodermium","s__herbarum","Other"
"ASV_377",NA,NA,NA,-0.677459552672183,0.310594673511439,0.585231677192363,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae","g__Marasmius","s__oreades","Other"
"ASV_379",NA,NA,NA,-0.619375036811591,0.758052866985502,0.905214371637315,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__","Other"
"ASV_380",NA,NA,NA,3.14392352734979,0.014224409468674,0.0545679242550053,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Sclerostagonospora","s__","Other"
"ASV_381",NA,NA,NA,1.19954210122645,0.38668555776379,0.681235906950435,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Juncaceicola","s__dactylidis","Other"
"ASV_385",NA,NA,NA,1.58825902400219,0.0480592501417418,0.135953707620221,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia","s__pseudoamericana","Other"
"ASV_388",NA,NA,NA,2.53794148817709,0.0752036560564569,0.198270403993013,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__samararum","Other"
"ASV_391",NA,NA,NA,-3.85426227757872,0.195989204630302,0.422653757709055,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Neocamarosporium","s__lamiacearum","Other"
"ASV_394",NA,NA,NA,1.06548755975408,0.391910057344956,0.681235906950435,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Myxospora","s__","Other"
"ASV_395",NA,NA,NA,-5.41312626338689,5.24627718321343e-07,6.45414099981373e-06,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__","g__","s__","Other"
"ASV_397",NA,NA,NA,-2.19768253778398,0.198540357157309,0.422653757709055,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_398",NA,NA,NA,4.03044558924419,0.000155384604830425,0.00128435087430148,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__","g__","s__","Other"
"ASV_399",NA,NA,NA,-2.21202001501089,0.380134336569583,0.67554848692169,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__forlicesenica","Other"
"ASV_400",NA,NA,NA,-1.60197975585367,0.484354583981307,0.736274640592274,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Porocercospora","s__seminalis","Other"
"ASV_405",NA,NA,NA,1.67267959142579,0.49744620647919,0.741066659109848,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae","Other"
"ASV_406",NA,NA,NA,2.35854444000239,0.417804368352439,0.699425667273545,"k__Fungi","p__Ascomycota","c__","o__","f__","g__","s__","Other"
"ASV_411",NA,NA,NA,-1.26523956482701,0.67032340873597,0.858741274948171,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Limonomyces","s__","Other"
"ASV_415",NA,NA,NA,-2.63382553550611,0.0261052727709847,0.0868462445986596,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__","g__","s__","Other"
"ASV_417",NA,NA,NA,3.51993070213713,0.0109813421792133,0.0464730401024306,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__","Other"
"ASV_425",NA,NA,NA,-2.66917209422861,0.0551417735558463,0.151139887103848,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_429",NA,NA,NA,8.59870437973268,2.50478129414429e-08,4.73224751643689e-07,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__","Other"
"ASV_432",NA,NA,NA,0.783433576426899,0.440201494133669,0.70699725824326,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Sigarispora","s__coronillae","Other"
"ASV_438",NA,NA,NA,2.01987561918697,0.163611292050608,0.368299461679879,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Xepicula","s__","Other"
"ASV_439",NA,NA,NA,2.26044564901897,0.239518020887981,0.479943307006599,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__","Other"
"ASV_441",NA,NA,NA,-0.794292750525966,0.495944251892084,0.741066659109848,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_443",NA,NA,NA,0.546772729943427,0.473524094459534,0.731259586540207,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__rishiriensis","Other"
"ASV_445",NA,NA,NA,-0.866342350150476,0.270015976216329,0.519412550612501,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Ramularia","s__","Other"
"ASV_446",NA,NA,NA,-5.22174155266008,0.00109004159453717,0.00686466670845432,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraphaeosphaeria","s__michotii","Other"
"ASV_449",NA,NA,NA,-0.341325376064759,0.868391376443129,0.95540773340218,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__","Other"
"ASV_452",NA,NA,NA,-5.80874176980443,0.0136091825715366,0.0539462970954815,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella","s__leuchtmannii","Other"
"ASV_453",NA,NA,NA,-2.79799441818999,0.0867431816431271,0.220611264851992,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Erysiphales","f__Erysiphaceae","g__Podosphaera","s__astericola","Other"
"ASV_456",NA,NA,NA,-1.99564532169496,0.496129626847405,0.741066659109848,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium","s__","Other"
"ASV_458",NA,NA,NA,-1.6140344815293,0.544627765957819,0.766244915403421,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_459",NA,NA,NA,-2.93892722312312,0.0180964067107217,0.0667221018239682,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae","g__Gymnopus","s__androsaceus","Other"
"ASV_462",NA,NA,NA,0.957416738962692,0.431285215625895,0.70699725824326,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__","Other"
"ASV_463",NA,NA,NA,-2.51450258262627,0.269448037228869,0.519412550612501,"k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Stictidaceae","g__Neofitzroyomyces","s__nerii","Other"
"ASV_464",NA,NA,NA,11.5152297196443,5.08551128615821e-08,8.96745156792565e-07,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Davidiellomyces","s__australiensis","Other"
"ASV_466",NA,NA,NA,-7.60881748808203,0.00099996044864739,0.00645096435773743,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_467",NA,NA,NA,-5.45249101873064,1.58283978990566e-06,1.82026575839151e-05,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__","g__","s__","Other"
"ASV_468",NA,NA,NA,2.62554144894025,0.0753352574718252,0.198270403993013,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__","s__","Other"
"ASV_471",NA,NA,NA,0.565214183415738,0.849418724353225,0.955132562047334,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Sporormiella","s__intermedia","Other"
"ASV_480",NA,NA,NA,2.4826325927678,0.0262672951527137,0.0868462445986596,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__","s__","Other"
"ASV_482",NA,NA,NA,-3.81223834871828,0.018162538114653,0.0667221018239682,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__","s__","Other"
"ASV_484",NA,NA,NA,-2.00654559607302,0.491865028677888,0.741066659109848,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Neomicrosphaeropsis","s__","Other"
"ASV_485",NA,NA,NA,-1.33687187046552,0.653621449763632,0.852189894189296,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Stephanosporaceae","g__Cristinia","s__","Other"
"ASV_486",NA,NA,NA,-1.13464693311923,0.374531165316565,0.669347927204267,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Articulospora","s__","Other"
"ASV_487",NA,NA,NA,-0.791919800120385,0.652287391517346,0.852189894189296,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__nepalensis","Other"
"ASV_491",NA,NA,NA,-2.89157922861228,0.300088103141726,0.573092442461997,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__tsunedae","Other"
"ASV_492",NA,NA,NA,-7.19472702118515,0.0156889194295284,0.0592817027015751,"k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__roseus","Other"
"ASV_493",NA,NA,NA,2.74045831467495,0.089600341365884,0.224637822666126,"k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__","g__","s__","Other"
"ASV_494",NA,NA,NA,-1.75416034212934,0.266860098024536,0.51900364652566,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__","Other"
"ASV_495",NA,NA,NA,8.89917106837675,0.00124743645982847,0.00741453805898046,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__","g__","s__","Other"
"ASV_496",NA,NA,NA,-6.62655705597243,0.0197066253000322,0.0704751377781243,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__wieringae","Other"
"ASV_498",NA,NA,NA,-0.939357608773782,0.648278162985588,0.852189894189296,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__friesii","Other"
"ASV_500",NA,NA,NA,-2.61111941706112,0.111397040653446,0.268853801395335,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__","g__","s__","Other"
"ASV_505",NA,NA,NA,1.42234200162481,0.310869756693864,0.585231677192363,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__","s__","Other"
"ASV_507",NA,NA,NA,3.49104213318533,0.0040988478373527,0.0204555708109394,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Rachicladosporium","s__","Other"
"ASV_509",NA,NA,NA,0.176078201390962,0.915736955318229,0.969297152028004,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__typharum","Other"
"ASV_510",NA,NA,NA,0.206871273290605,0.900935083291523,0.969297152028004,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Dissoconiaceae","g__Dissoconium","s__proteae","Other"
"ASV_520",NA,NA,NA,4.47503931773882,0.0420963233277275,0.123032900775513,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__","f__","g__","s__","Other"
"ASV_521",NA,NA,NA,0.914479335388437,0.699064945766211,0.874511145935836,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae","Other"
"ASV_524",NA,NA,NA,0.350008931960368,0.90642851775242,0.969297152028004,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Comoclathris","s__rosae","Other"
"ASV_527",NA,NA,NA,-2.1643290942951,0.467004444044036,0.726870188058824,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Botrytis","s__","Other"
"ASV_528",NA,NA,NA,0.297484909074679,0.816096968330339,0.945225393878095,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__dimennae","Other"
"ASV_530",NA,NA,NA,5.56609625622594,0.00695523197191163,0.0314471599413782,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella","s__poagena","Other"
"ASV_533",NA,NA,NA,2.30135481991228,0.439077584761847,0.70699725824326,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Paramyrothecium","s__","Other"
"ASV_535",NA,NA,NA,1.8515863283809,0.260217521292353,0.50795228326072,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__grevilleae","Other"
"ASV_536",NA,NA,NA,-5.81986107035786,0.0319133516359158,0.100489065567854,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__asiaticum","Other"
"ASV_540",NA,NA,NA,0.721213403955156,0.685246158924187,0.867184136327947,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella","s__hirta","Other"
"ASV_541",NA,NA,NA,-4.44753613131941,0.0116010353769497,0.0483224229480819,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__","g__Trichaptum","s__abietinum","Other"
"ASV_549",NA,NA,NA,-1.12510504749222,0.693191426833047,0.871017256044375,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Italica","s__achilleae","Other"
"ASV_551",NA,NA,NA,0.495678364783123,0.829656169825183,0.950065435584935,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Vagicola","s__chlamydospora","Other"
"ASV_562",NA,NA,NA,-3.58886063931162,0.0575071936513364,0.156810852791531,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__","g__","s__","Other"
"ASV_566",NA,NA,NA,-3.49644817846704,0.0317929245719399,0.100489065567854,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Claviceps","s__spartinae","Other"
"ASV_571",NA,NA,NA,3.92882773054823,0.117412728314382,0.278526158198691,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_576",NA,NA,NA,5.45693356961601,0.0190862523069786,0.0691549826739155,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__","Other"
"ASV_577",NA,NA,NA,-5.88913468273361,0.0479230227457416,0.135953707620221,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Claviceps","s__spartinae","Other"
"ASV_578",NA,NA,NA,-1.82730108019518,0.539180710931401,0.765328320591708,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__tsunedae","Other"
"ASV_581",NA,NA,NA,7.91690232256339,0.00793620142509977,0.035578394524388,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__","s__","Other"
"ASV_587",NA,NA,NA,-3.05943408543292,0.158979278303787,0.360944370054522,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Limonomyces","s__","Other"
"ASV_588",NA,NA,NA,1.41898151457326,0.529875433927239,0.760741551284083,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__","Other"
"ASV_593",NA,NA,NA,2.32000092047426,0.369603555295255,0.665034968541461,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__","Other"
"ASV_598",NA,NA,NA,0.893009355802768,0.648642894767705,0.852189894189296,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__","Other"
"ASV_600",NA,NA,NA,-6.25355949459498,0.00106151287580815,0.00676554591930738,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Trametes","s__versicolor","Other"
"ASV_602",NA,NA,NA,-0.252780834269039,0.856467116779618,0.955132562047334,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Crocicreas","s__","Other"
"ASV_609",NA,NA,NA,0.761168635332943,0.777427571560074,0.917989253025176,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__","f__","g__","s__","Other"
